Event Type,State,City,Location,Property Type,Authorship 1,Authorship 2,Fatal Victims,Injured,Source,Lat,Lon,Address
Asesinato Selectivo-Quema de Vehículos,Sucre,Coloso,Corregimiento Chinulito,Medio de Transporte,Grupo Armado No Identificado,Grupo Armado No Identificado, ,,Noche y Niebla # 9 Pp. 67-68,9.4909459,-75.355767,"Colosó, Colosó, Sucre, Colombia"
Masacre,Sucre,Coloso,Cabecera Municipal,Vivienda,Grupos Paramilitares,Grupos Paramilitares,,,"Noche y Niebla # 10 Pp. 59 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Audiencia de Imputación Uber Enrique Banquez, alias ""Juacho Dique"", 19 de Noviembre de 2008",9.4909459,-75.355767,"Colosó, Colosó, Sucre, Colombia"
Masacre,Sucre,Coloso,"Corregimiento Chinulito-Vereda La Balastrera, El Parejo, El Bobo y La Arenita & Corregimiento El Cerro ",Vivienda,Grupos Paramilitares,Grupos Paramilitares,,,"Noche y Niebla # 17 Pp. 204 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Versión Libre Uber Enrique Banquez, alias ""Juancho Dique"". Barranquilla, 30 de Julio de 2008 Audiencia de Imputación Uber Enrique Banquez, alias ""Juancho Dique"", 19 de Noviembre de 2008",9.4909459,-75.355767,"Colosó, Colosó, Sucre, Colombia"
Quema de Vehículos,Sucre,Coloso,Corregimiento Chinulito,Medios de Transporte,Guerrilla,Guerrilla-ERP,,, Noche y Niebla # 23 Pp. 114,9.4909459,-75.355767,"Colosó, Colosó, Sucre, Colombia"
Ataque a Propiedad,Sucre,Coloso,Sitio Coroza,Medios de Transporte-Infraestructura Empresarial,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 26 Pp. 29,9.4909459,-75.355767,"Colosó, Colosó, Sucre, Colombia"
Sabotaje,Sucre,Coloso,Zona Rural,Infraestructura de Servicios públicos,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 27 Pp. 179,9.4909459,-75.355767,"Colosó, Colosó, Sucre, Colombia"
Sabotaje,Santander,Concepción,Corregimiento Oru-Caserío Miraflores,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 3, #3. Pp 43",6.769822,-72.694494,"Concepción, Concepción, Santander Department, Colombia"
Acciones Bélicas-Ataque a Instituciones,Santander,Concepción,Cabecera Municipal ,Entidades Públicas,Guerrilla,Guerrilla-FARC,,,"Boletin Informativo Justicia y Paz. Volumen 6, No 2. Abril  - Junio   1993. Pp 108",6.769822,-72.694494,"Concepción, Concepción, Santander Department, Colombia"
Acciones Bélicas,Antioquia,Concepción,Cabecera Municipal,Vivienda,Guerrilla,Guerrilla-ELN,,,,6.394353,-75.256581,"Concepción, Concepción, Antioquia, Colombia"
Sabotaje,Antioquia,Concepción,,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,,Noche y Niebla #14. Pp. 144,6.394353,-75.256581,"Concepción, Concepción, Antioquia, Colombia"
Sabotaje,Antioquia,Concepción,Cerro El Ermitaño,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 21 Pp. 162,6.394353,-75.256581,"Concepción, Concepción, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Concordia,Vía a Medellín a la altura de Veredas San Pablo y Morelia,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla #10. Pp. 42,6.044979,-75.908354,"Concordia, Concordia, Antioquia, Colombia"
Sabotaje,Chocó,Condoto,IP Tajuato,Infraestructura de Comunicaciones,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 31 Pp. 170,5.089546,-76.652079,"Condoto, Condoto, Choco, Colombia"
Sabotaje,Santander,Contratación,IP San Pablo,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 62,6.290943,-73.4742289,"Contratación, Contratación, Santander Department, Colombia"
Acciones Bélicas-Ataque a Instituciones,Santander,Contratación,Cabecera Municipal,Entidades Públicas/Organizaciones/Vivienda,Guerrilla,Guerrilla-FARC y ELN,,,,6.290943,-73.4742289,"Contratación, Contratación, Santander Department, Colombia"
Ataque a Instituciones,Santander,Contratación,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-FARC y ELN,,,Noche y Niebla #12. Pp. 101,6.290943,-73.4742289,"Contratación, Contratación, Santander Department, Colombia"
Sabotaje,Norte de Santander,Convención,Corregimiento El Tarra,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Abril-Junio 1988. Volumen 1, N°.2. Pp. 48",8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,,Infraestructura energética,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 3 #1. Pp. 54",8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,Corregimiento El Carmen de Tonchola,Infraestructura Eléctrica ,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 73",8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,Caserío La Esmeralda,Infraestructura Eléctrica ,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 118",8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,Sitio La Floresta,Infraestructura de Comunicaciones,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 38",8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,,Infraestructura Energética,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 111",8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #4. PP. 82",8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,Caserío La vega,Infraestructura Energética,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletín Informativo Justicia y Paz. Volumen 4, #4. PP. 109",8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #2,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,Corregimiento La Trinidad,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 6. Pp. 101,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,IP El Hoyo ,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 66,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 61,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Asesinato Selectivo-Quema de Vehículos,Norte de Santander,Convención,IP Las Mercedes,Medio de Transporte,Grupos Paramilitares,Grupos Paramilitares, ,,Noche y Niebla # 16 Pp. 146,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,Sitio El Loro,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 21 Pp. 13,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,IP Cartagenita,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 22 Pp. 37,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 22 Pp. 38,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,Corregimiento Miraflores - Vereda Guasiles,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 23 Pp. 39,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención,Zona Rural,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 26 Pp. 56,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Quema de Vehículos,Norte de Santander,Convención,Corregimiento de Miraflores,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 30 Pp. 107,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Ataque a Propiedad,Norte de Santander,Convención,Vereda Llanos del Norte,Propiedad Rural,Fuerza Pública,Ejército Nacional,,, Noche y Niebla # 36 Pp. 76,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Quema de Vehículos,Norte de Santander,Convención,Vía Convención - Ocaña,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 40 Pp. 189,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Sabotaje,Norte de Santander,Convención-El Tarra,,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 4. Pp. 118,8.5500769,-73.2362112,"Ocaña-El Tarra, Convención, Convención, Norte de Santander, Colombia"
Acciones Bélicas,Antioquia,Copacabana,,Ataque a Objetivo Militar,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletín Informativo Justicia y Paz. Volumen 4, No 4 Pág. 98",6.357621,-75.505078,"Copacabana, Copacabana, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Copacabana,El Túnel,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 6 #3,6.357621,-75.505078,"Copacabana, Copacabana, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Copacabana,Vía a Medellín - Sector Machado,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla #13. Pp. 94,6.357621,-75.505078,"Copacabana, Copacabana, Antioquia, Colombia"
Sabotaje,Antioquia,Copacabana,Vereda Pedregal,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,,Revista Noche y Niebla # 15 Febrero Pp. 14,6.357621,-75.505078,"Copacabana, Copacabana, Antioquia, Colombia"
Sabotaje,Antioquia,Copacabana,Vereda Las Canoas,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 17Julio Pp. 50,6.357621,-75.505078,"Copacabana, Copacabana, Antioquia, Colombia"
Sabotaje,Antioquia,Copacabana,,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 61,6.357621,-75.505078,"Copacabana, Copacabana, Antioquia, Colombia"
Acciones Bélicas-Ataque a Instituciones,Nariño,Córdoba,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC,,,,0.853916,-77.517836,"Córdoba, Córdoba, Narino, Colombia"
Acciones Bélicas-Ataque a Instituciones,Bolívar,Córdoba,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC,,,,9.586792,-74.827141,"Córdoba, Córdoba, Bolivar, Colombia"
Sabotaje,Cauca,Corinto,Cerro La Capilla,Infraestructura de Comunicaciones,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 6. Pp. 119,3.174159,-76.258802,"Corinto, Corinto, Cauca Department, Colombia"
Acciones Bélicas,Cauca,Corinto,Cabecera Municipal,Vivienda,Guerrilla,Guerrilla-FARC,,,,3.174159,-76.258802,"Corinto, Corinto, Cauca Department, Colombia"
Quema de Vehículos,Cauca,Corinto,Vereda Granadita - Vía Corinto-Miranda,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,Revista Noche y Niebla # 17 Agosto Pp. 155,3.174159,-76.258802,"Corinto, Corinto, Cauca Department, Colombia"
Atentado Terrorista,Cauca,Corinto,Cabecera Municipal,Infraestructura Empresarial,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 24 Pp. 106,3.174159,-76.258802,"Corinto, Corinto, Cauca Department, Colombia"
Masacre,Cauca,Corinto,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 29 Pp. 48,3.174159,-76.258802,"Corinto, Corinto, Cauca Department, Colombia"
Asesinato Selectivo,Cauca,Corinto,Vereda San Pedro y Caserío Rionegro,Vivienda Urbana-Mercancías u objetos materiales ,Fuerza Pública,Ejército Nacional,,,Noche y Niebla # 29 Pp. 249,3.174159,-76.258802,"Corinto, Corinto, Cauca Department, Colombia"
Bombardeo,Cauca,Corinto,Vereda Las Guacas,Infraestructura Educativa y Médica -Propiedad Rural,Fuerza Pública,Fuerza Aérea Colombiana,,, Noche y Niebla # 38 Pp. 98,3.174159,-76.258802,"Corinto, Corinto, Cauca Department, Colombia"
Atentado,Cauca,Corinto,Vereda Guabito,Vivienda Urbana,Fuerza Pública,Ejército Nacional,,, Noche y Niebla # 38 Pp. 123,3.174159,-76.258802,"Corinto, Corinto, Cauca Department, Colombia"
Atentado Terrorista,Cauca,Corinto,Cabecera Municipal,Vivienda Urbana,Guerrilla,Guerrilla-FARC,,,,3.174159,-76.258802,"Corinto, Corinto, Cauca Department, Colombia"
Asesinato Selectivo-Quema de Vehículos,Santander,Coromoro,IP Cincelada-Sitio Bahondo,Medio de Transporte,Guerrilla,Guerrilla-ELN, ,,Noche y Niebla # 17 Pp. 192,6.295618,-73.040784,"Coromoro, Coromoro, Santander, Colombia"
Sabotaje,Sucre,Corozal,,Infraestructura Energética (Oleoducto),Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Justicia y Paz. Boletín informativo Abril-Junio 1988. Volumen 1, N°.2. Pp. 70",9.321697,-75.294467,"Corozal, Corozal, Sucre, Colombia"
Sabotaje,Sucre,Corozal,Vereda El Coco,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 28 Pp. 150,9.321697,-75.294467,"Corozal, Corozal, Sucre, Colombia"
Ataque a Propiedad,Sucre,Corozal,Corregimiento Hato Nuevo,Propiedad Rural,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 29 Pp. 37,9.321697,-75.294467,"Corozal, Corozal, Sucre, Colombia"
Ataque a Propiedad,Sucre,Corozal,,Propiedad Rural,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 30 Pp. 155,9.321697,-75.294467,"Corozal, Corozal, Sucre, Colombia"
Sabotaje,Tolima,Coyaima,IP Castilla,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 20 Pp. 40,3.799339,-75.194595,"Coyaima, Coyaima, Tolima, Colombia"
Acciones Bélicas,Arauca,Cravo Norte,Cabecera Municipal, ,Guerrilla,Guerrilla-CGSB,,,"Boletin Informativo Justicia y Paz. Volumen 6, No 1.  Enero Marzo   1993. Pp 120",6.30435,-70.202659,"Cravo Norte, Cravo Norte, Arauca, Colombia"
Sabotaje,Arauca,Cravo Norte,IP Los Caballos,Material Electoral,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #1,6.30435,-70.202659,"Cravo Norte, Cravo Norte, Arauca, Colombia"
Acciones Bélicas,Arauca,Cravo Norte,,Infraestructura Médica,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 7 y 8 Pp. 96,6.30435,-70.202659,"Cravo Norte, Cravo Norte, Arauca, Colombia"
Quema de Vehículos,Arauca,Cravo Norte,Sitio Quiebra Patas,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,,6.30435,-70.202659,"Cravo Norte, Cravo Norte, Arauca, Colombia"
Sabotaje,Boyacá,Cubará,,Infraestructura energética,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletin Informativo Justicia y Paz, Volumen 3 #1. Pp. 26",7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,,Infraestructura energética,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 3 #1. Pp. 26",7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,Kilometro 108,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 3, #3. Pp 90",7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará, ,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 3, #3. Pp 91",7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,IP Bojaba,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 3, #4. Pp 28",7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,ID Bojada-sitio Samore,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 35",7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,Límites con Saravena (Arauca),Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 76",7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,,Infraestructura Víal,Guerrilla,Guerrilla-CGSB,1,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 80",7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #2. PP. 105",7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,Río Cubugon,Infraestructura Víal,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 44",7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,,Infraestructura Energética,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletín Informativo Justicia y Paz. Volumen 4, #4. PP. 50",7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Ataque a Propiedad,Boyacá,Cubará,,Mercancías u objetos materiales,Otros Grupos Armados,Agente Extranjero,,,Noche y Niebla # 4. Pp. 101,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,IP Bojabá,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 9. Pp. 52,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Acciones Bélicas-Ataque a Instituciones,Boyacá,Cubará,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC,,,Noche y Niebla #12. Pp. 57,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Acciones Bélicas,Boyacá,Cubará,Cabecera Municipal,Institución Educativa/Vivienda,Guerrilla,Guerrilla-FARC,,,,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,Cabecera Municipal,Infraestructura Energética,Guerrilla,Guerrilla-ELN, ,,Revista Noche y Niebla # 17 Julio Pp. 69,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,Vereda Campo Alicia,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 21 Pp. 125,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,Vereda Puerto Nuevo,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 21 Pp. 172,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 19,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,Vereda Cañaguate,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,, Noche y Niebla # 23 Pp. 32,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,Sitio Puerto Alicia,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 40,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Sabotaje,Boyacá,Cubará,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 28 Pp. 40,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Quema de Vehículos,Boyacá,Cubará,Vía Saravena - Pamplona,Medios de Transporte,Guerrilla,Guerrilla-Sin Identificar,,, Noche y Niebla # 42 Pp. 158,7.00178,-72.108186,"Cubará, Cubará, Boyacá, Colombia"
Asesinato Selectivo,Meta,Cubarral,Vereda Bellavista,Vivienda,Guerrilla,Guerrilla-FARC, ,,Noche y Niebla # 13 Pp. 133,3.766667,-73.833333,"Cubarral, Samarcanda, San Luís de Cubarral, Meta, Colombia"
Sabotaje,Norte de Santander,Cúcuta,Sitio Carmen de Conchala,Infraestructura Energética (Oleoducto),Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 71",7.8890971,-72.4966896,"Cúcuta, Cucuta, North Santander, Colombia"
Ataque a Propiedad,Norte de Santander,Cúcuta,Corregimiento Puerto Santander,Infraestructura Empresarial,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 3, #4. Pp 54",7.8890971,-72.4966896,"Cúcuta, Cucuta, North Santander, Colombia"
Sabotaje,Norte de Santander,Cúcuta,Corregimiento El Carmen de Tonchola,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 41",7.8890971,-72.4966896,"Cúcuta, Cucuta, North Santander, Colombia"
Sabotaje,Norte de Santander,Cúcuta,,Infraestructura Energética,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 41",7.8890971,-72.4966896,"Cúcuta, Cucuta, North Santander, Colombia"
