Tipo de evento,Departamento,Municipio,Corregimiento,Año,Mes,Evento,COD_DANE_MUNI,COD_DANE_DEPTO,Tipo de lugar,Tipo de area,Rotulo,Lat,Lon,Address
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2009,2,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,ANTIOQUIA,MEDELLÍN,MEDELLÍN,2010,3,Accidente,5001,5,,Rural,1,6.2530408,-75.5645737,"Medellín, Medellin, Antioquia, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2010,3,Accidente,52678,52,Cerros,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,ARAUCA,TAME,TAME,2010,3,Accidente,81794,81,Canos,Rural,1,6.457094,-71.745515,"Tame, Tame, Arauca, Colombia"
Accidente por MAP,ANTIOQUIA,GRANADA,GRANADA,2004,11,Accidente,5313,5,,Rural,1,6.139621,-75.183586,"Granada, Granada, Antioquia, Colombia"
Accidente por MAP,HUILA,COLOMBIA,COLOMBIA,2009,3,Accidente,41206,41,,Rural,1,3.376614,-74.802472,"Colombia, Colombia, Huila, Colombia"
Accidente por MAP,NORTE DE SANTANDER,TIBÚ,TIBÚ,2008,10,Accidente,54810,54,,Rural,1,8.642356,-72.737733,"Tibú, Tibú, North Santander, Colombia"
Accidente por MAP,CAUCA,BALBOA,BALBOA,2006,9,Accidente,19075,19,,Rural,1,2.040728,-77.216606,"Balboa, Balboa, Cauca Department, Colombia"
Accidente por MAP,META,PUERTO RICO,PUERTO RICO,2006,3,Accidente,50590,50,,Rural,1,2.941214,-73.207468,"Puerto Rico, Puerto Rico, Meta, Colombia"
Accidente por MAP,BOLIVAR,SANTA ROSA DEL SUR,SANTA ROSA DEL SUR,2010,2,Accidente,13688,13,,Rural,1,7.9629547,-74.0520439,"Santa Rosa del Sur, Santa Rosa Del Sur, Bolivar, Colombia"
Accidente por MAP,CORDOBA,CIÉNAGA DE ORO,CIÉNAGA DE ORO,2006,5,Accidente,23189,23,,Rural,1,8.879215,-75.621332,"Ciénaga de Oro, Ciénaga de Oro, Cordoba, Colombia"
Accidente por MAP,META,URIBE,URIBE,2009,5,Accidente,50370,50,Camino,Rural,1,3.239241,-74.350661,"La Uribe, La Uribe, Meta, Colombia"
Accidente por MAP,NARIÑO,SANTA CRUZ,GUACHAVES,2008,5,Accidente,52699,52,,Rural,1,1.51723,-77.25114,"Santacruz, San Lorenzo, Nariño, Colombia"
Accidente por MAP,ANTIOQUIA,APARTADÓ,APARTADÓ,2010,5,Accidente,5045,5,,Rural,1,7.882761,-76.624692,"Apartadó, Apartadó, Antioquia, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2010,5,Accidente,52678,52,Viviendas abandonadas,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,VALLE DEL CAUCA,FLORIDA,FLORIDA,2010,5,Accidente,76275,76,,Rural,1,3.3213339,-76.235361,"Florida, Florida, Valle del Cauca, Colombia"
Accidente por MAP,CAUCA,EL TAMBO,EL TAMBO,2010,5,Accidente,19256,19,,Rural,1,2.57301,-76.77916,"Cauca, El Tambo, Cauca, Colombia"
Accidente por MAP,VICHADA,CUMARIBO,CUMARIBO,2010,5,Accidente,99773,99,,Rural,1,4.444497,-69.798685,"Cumaribo, Cumaribo, Vichada, Colombia"
Accidente por MAP,CAUCA,CALOTO,CALOTO,2010,5,Accidente,19142,19,,Rural,1,3.0005642,-76.4783897,"Cl. 1 #4-3, Santander de Quilichao, Santander de Quilichao, Cauca, Colombia"
Accidente por MAP,NORTE DE SANTANDER,TIBÚ,TIBÚ,2010,5,Accidente,54810,54,,Rural,1,8.642356,-72.737733,"Tibú, Tibú, North Santander, Colombia"
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2010,4,Accidente,54800,54,,Rural,1,8.437521,-73.2869429,"Teorama, Teorama, Norte de Santander, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO ASÍS,PUERTO ASÍS,2010,4,Accidente,86568,86,,Rural,1,0.504929,-76.500191,"Puerto Asís, Puerto Asís, Putumayo, Colombia"
Accidente por MAP,BOLIVAR,CANTAGALLO,CANTAGALLO,2010,3,Accidente,13160,13,,Rural,1,7.38153,-73.919121,"Cantagallo, Cantagallo, Bolívar, Colombia"
Accidente por MAP,ANTIOQUIA,TARAZÁ,TARAZÁ,2010,5,Accidente,5790,5,,Rural,1,7.583191,-75.399966,"Tarazá, Tarazá, Antioquia, Colombia"
Accidente por MAP,META,VISTAHERMOSA,VISTAHERMOSA,2010,5,Accidente,50711,50,Campos,Rural,1,3.127883,-73.752512,"Vista Hermosa, Vistahermosa, Meta, Colombia"
Accidente por MAP,HUILA,SAN AGUSTÍN,SAN AGUSTÍN,2010,5,Accidente,41668,41,,Rural,1,1.879826,-76.270749,"San Agustín, San Agustín, Huila, Colombia"
Accidente por MAP,ANTIOQUIA,BRICEÑO,BRICEÑO,2010,5,Accidente,5107,5,,Rural,1,7.112884,-75.550674,"Briceño, Briceño, Antioquia, Colombia"
Accidente por MAP,HUILA,SAN AGUSTÍN,SAN AGUSTÍN,2010,5,Accidente,41668,41,,Rural,1,1.879826,-76.270749,"San Agustín, San Agustín, Huila, Colombia"
Accidente por MAP,HUILA,SAN AGUSTÍN,SAN AGUSTÍN,2010,5,Accidente,41668,41,,Rural,1,1.879826,-76.270749,"San Agustín, San Agustín, Huila, Colombia"
Accidente por MAP,ANTIOQUIA,ITUANGO,ITUANGO,2010,5,Accidente,5361,5,,Rural,1,7.172607,-75.76468,"Ituango, Ituango, Antioquia, Colombia"
Accidente por MAP,META,VISTAHERMOSA,VISTAHERMOSA,2010,6,Accidente,50711,50,,Rural,1,3.127883,-73.752512,"Vista Hermosa, Vistahermosa, Meta, Colombia"
Accidente por MAP,CHOCO,EL CARMEN DEL DARIEN,EL CARMEN DEL DARIEN,2010,1,Accidente,27150,27,,Rural,1,5.2528033,-76.8259652,"Choco, Colombia"
Accidente por MAP,CHOCO,EL CARMEN DEL DARIEN,EL CARMEN DEL DARIEN,2010,5,Accidente,27150,27,,Rural,1,5.2528033,-76.8259652,"Choco, Colombia"
Accidente por MAP,CAQUETA,PUERTO RICO,,2010,5,Accidente,18592,18,,Rural,1,1.909918,-75.157235,"Puerto Rico, Puerto Rico, Caquetá, Colombia"
Accidente por MAP,NARIÑO,BARBACOAS,BARBACOAS,2010,6,Accidente,52079,52,,Rural,1,1.6733039,-78.138498,"Barbacoas, Barbacoas, Nariño, Colombia"
Accidente por MAP,ANTIOQUIA,TARAZÁ,TARAZÁ,2010,6,Accidente,5790,5,Infra torres electricas,Rural,1,7.583191,-75.399966,"Tarazá, Tarazá, Antioquia, Colombia"
Accidente por MAP,NORTE DE SANTANDER,ÁBREGO,ÁBREGO,2010,5,Accidente,54003,54,,Rural,1,8.0762129,-73.222102,"Abrego, Abrego, Norte de Santander, Colombia"
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2009,2,Accidente,54344,54,,Rural,1,8.32043,-73.14481,"Hacari, Hacarí, Norte de Santander, Colombia"
Accidente por MAP,NORTE DE SANTANDER,HACARÍ,HACARÍ,2010,6,Accidente,54344,54,,Rural,1,8.32043,-73.14481,"Hacari, Hacarí, Norte de Santander, Colombia"
Accidente por MAP,ANTIOQUIA,VALDIVIA,VALDIVIA,2010,6,Accidente,5854,5,,Rural,1,7.29117,-75.39215,"Valdivia, Valdivia, Antioquia, Colombia"
Accidente por MAP,VALLE DEL CAUCA,BUGALAGRANDE,BUGALAGRANDE,2010,6,Accidente,76113,76,,Rural,1,4.210851,-76.155749,"Bugalagrande, Bugalagrande, Valle del Cauca, Colombia"
Accidente por MAP,VALLE DEL CAUCA,PRADERA,PRADERA,2010,6,Accidente,76563,76,,Rural,1,3.418186,-76.242275,"Pradera, Pradera, Valle del Cauca, Colombia"
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2010,6,Accidente,54800,54,,Rural,1,8.437521,-73.2869429,"Teorama, Teorama, Norte de Santander, Colombia"
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2010,6,Accidente,54800,54,,Rural,1,8.437521,-73.2869429,"Teorama, Teorama, Norte de Santander, Colombia"
Accidente por MAP,CAQUETA,PUERTO RICO,PUERTO RICO,2010,6,Accidente,18592,18,,Rural,1,1.909918,-75.157235,"Puerto Rico, Puerto Rico, Caquetá, Colombia"
Accidente por MAP,ANTIOQUIA,CÁCERES,CÁCERES,2010,2,Accidente,5120,5,,Rural,1,7.579029,-75.349545,"Cáceres, Cáceres, Antioquia, Colombia"
Accidente por MAP,ANTIOQUIA,BRICEÑO,BRICEÑO,2010,3,Accidente,5107,5,,Rural,1,7.112884,-75.550674,"Briceño, Briceño, Antioquia, Colombia"
Accidente por MAP,ANTIOQUIA,ITUANGO,ITUANGO,2010,4,Accidente,5361,5,,Rural,1,7.172607,-75.76468,"Ituango, Ituango, Antioquia, Colombia"
Accidente por MAP,ARAUCA,TAME,TAME,2010,6,Accidente,81794,81,Sendero,Rural,1,6.457094,-71.745515,"Tame, Tame, Arauca, Colombia"
Accidente por MAP,NORTE DE SANTANDER,TEORAMA,TEORAMA,2010,6,Accidente,54800,54,,Rural,1,8.437521,-73.2869429,"Teorama, Teorama, Norte de Santander, Colombia"
Accidente por MAP,ANTIOQUIA,VALDIVIA,VALDIVIA,2010,3,Accidente,5854,5,,Rural,1,7.29117,-75.39215,"Valdivia, Valdivia, Antioquia, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2010,4,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,ANTIOQUIA,TARAZÁ,TARAZÁ,2010,4,Accidente,5790,5,,Rural,1,7.583191,-75.399966,"Tarazá, Tarazá, Antioquia, Colombia"
Accidente por MAP,CORDOBA,TIERRALTA,TIERRALTA,2001,3,Accidente,23807,23,,Rural,1,8.171571,-76.062313,"Tierralta, Tierralta, Córdoba, Colombia"
Accidente por MAP,NORTE DE SANTANDER,CONVENCIÓN,CONVENCIÓN,2010,6,Accidente,54206,54,,Rural,1,8.470146,-73.337007,"Convención, Convención, Norte de Santander, Colombia"
Accidente por MAP,CORDOBA,TIERRALTA,TIERRALTA,2010,3,Accidente,23807,23,,Rural,1,8.171571,-76.062313,"Tierralta, Tierralta, Córdoba, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2009,5,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2009,12,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,ANTIOQUIA,SAN LUIS,,2010,3,Accidente,5660,5,,Rural,1,6.042454,-74.995071,"San Luis, San Luís, Antioquia, Colombia"
Accidente por MAP,SANTANDER,SABANA DE TORRES,SABANA DE TORRES,2010,2,Accidente,68655,68,,Rural,1,7.394792,-73.500055,"Sabana de Torres, Sábana de Torres, Santander Department, Colombia"
Accidente por MAP,ANTIOQUIA,TARAZÁ,TARAZÁ,2010,5,Accidente,5790,5,,Rural,1,7.583191,-75.399966,"Tarazá, Tarazá, Antioquia, Colombia"
Accidente por MAP,CASANARE,PAZ DE ARIPORO,PAZ DE ARIPORO,2010,3,Accidente,85250,85,,Rural,1,5.880639,-71.892912,"Paz de Ariporo, Paz de Ariporo, Casanare, Colombia"
Accidente por MAP,ANTIOQUIA,GUADALUPE,,2010,3,Accidente,5315,5,,Rural,1,6.813952,-75.240103,"Guadalupe, Antioquia, Colombia"
Accidente por MAP,CORDOBA,TIERRALTA,TIERRALTA,2010,5,Accidente,23807,23,,Rural,1,8.171571,-76.062313,"Tierralta, Tierralta, Córdoba, Colombia"
Accidente por MAP,TOLIMA,RIOBLANCO,RIOBLANCO,2010,6,Accidente,73616,73,,Rural,1,3.530079,-75.643671,"Rioblanco, Rioblanco, Tolima, Colombia"
Accidente por MAP,GUAVIARE,MIRAFLORES,MIRAFLORES,2010,6,Accidente,95200,95,,Rural,1,1.44582,-72.06858,"Guaviare, Miraflores, Guaviare, Colombia"
Accidente por MAP,NARIÑO,PUERRES,PUERRES,2010,6,Accidente,52573,52,Camino,Rural,1,0.884723,-77.505809,"Puerres, Puerres, Narino, Colombia"
Accidente por MAP,HUILA,NEIVA,NEIVA,2010,6,Accidente,41001,41,,Rural,1,2.9344837,-75.2809001,"Neiva, Neiva, Huila, Colombia"
Accidente por MAP,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,6,Accidente,23580,23,,Rural,1,7.887952,-75.670944,"Puerto Libertador, Puerto Libertador, Cordoba, Colombia"
Accidente por MAP,ANTIOQUIA,SAN CARLOS,SAN CARLOS,2010,6,Accidente,5649,5,,Rural,1,6.187979,-74.993227,"San Carlos, San Carlos, Antioquia, Colombia"
Accidente por MAP,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2010,6,Accidente,95001,95,,Rural,1,2.568549,-72.6417265,"San José del Guaviare, San José Del Guaviare, Guaviare, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2010,6,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,VALLE DEL CAUCA,SAN PEDRO,SAN PEDRO,2010,6,Accidente,76670,76,Viviendas abandonadas,Rural,1,3.4529063,-76.5336495,"San Pedro, Cali, Cali, Valle del Cauca, Colombia"
Accidente por MAP,CORDOBA,TIERRALTA,TIERRALTA,2010,6,Accidente,23807,23,Cerros,Rural,1,8.171571,-76.062313,"Tierralta, Tierralta, Córdoba, Colombia"
Accidente por MAP,TOLIMA,PLANADAS,PLANADAS,2010,7,Accidente,73555,73,Camino,Rural,1,3.197241,-75.643817,"Planadas, Planadas, Tolima, Colombia"
Accidente por MAP,HUILA,ALGECIRAS,ALGECIRAS,2010,7,Accidente,41020,41,,Rural,1,2.523477,-75.3156939,"Algeciras, Algeciras, Huila, Colombia"
Accidente por MAP,TOLIMA,RIOBLANCO,RIOBLANCO,2010,7,Accidente,73616,73,,Rural,1,3.530079,-75.643671,"Rioblanco, Rioblanco, Tolima, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO CAICEDO,PUERTO CAICEDO,2010,7,Accidente,86569,86,,Rural,1,0.684374,-76.604072,"Puerto Caicedo, Puerto Caicedo, Putumayo, Colombia"
Accidente por MAP,TOLIMA,PLANADAS,PLANADAS,2010,7,Accidente,73555,73,,Rural,1,3.197241,-75.643817,"Planadas, Planadas, Tolima, Colombia"
Accidente por MAP,PUTUMAYO,PUERTO LEGUÍZAMO,LEGUÍZAMO,2010,7,Accidente,86573,86,,Rural,1,-0.185957,-74.78366,"Puerto Leguízamo, Puerto Leguízamo, Putumayo, Colombia"
Accidente por MAP,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2010,7,Accidente,18753,18,,Rural,1,2.1136446,-74.7732056,"San Vicente del Caguán, San Vicente Del Caguán, Caquetá, Colombia"
Accidente por MAP,VALLE DEL CAUCA,PRADERA,PRADERA,2010,7,Accidente,76563,76,,Rural,1,3.418186,-76.242275,"Pradera, Pradera, Valle del Cauca, Colombia"
Accidente por MAP,ANTIOQUIA,TARAZÁ,TARAZÁ,2010,7,Accidente,5790,5,,Rural,1,7.583191,-75.399966,"Tarazá, Tarazá, Antioquia, Colombia"
Accidente por MAP,META,VISTAHERMOSA,VISTAHERMOSA,2010,7,Accidente,50711,50,,Rural,1,3.127883,-73.752512,"Vista Hermosa, Vistahermosa, Meta, Colombia"
Accidente por MAP,ANTIOQUIA,TARAZÁ,TARAZÁ,2010,7,Accidente,5790,5,,Rural,1,7.583191,-75.399966,"Tarazá, Tarazá, Antioquia, Colombia"
Accidente por MAP,NORTE DE SANTANDER,TIBÚ,CAMPO DOS,2010,3,Accidente,54810,54,,Rural,1,8.642356,-72.737733,"Tibú, Tibú, North Santander, Colombia"
Accidente por MAP,CAQUETA,SOLANO,SOLANO,2010,4,Accidente,18756,18,,Rural,1,0.699152,-75.253555,"Solano, Solano, Caquetá, Colombia"
Accidente por MAP,ARAUCA,TAME,TAME,2010,8,Accidente,81794,81,Fincas,Rural,1,6.457094,-71.745515,"Tame, Tame, Arauca, Colombia"
Accidente por MAP,TOLIMA,MELGAR,CUALAMANÁ,2010,8,Accidente,73449,73,,Rural,1,4.203572,-74.643383,"Melgar, Melgar, Tolima, Colombia"
Accidente por MAP,CESAR,VALLEDUPAR,VALLEDUPAR,2003,4,Accidente,20001,20,,Rural,1,10.4742449,-73.2436335,"Valledupar, Valledupar, Cesar, Colombia"
Accidente por MAP,VAUPES,MITÚ,MITÚ,2003,5,Accidente,97001,97,,Rural,1,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Accidente por MAP,CAUCA,SANTA ROSA,SANTA ROSA,2003,6,Accidente,19701,19,,Rural,1,1.74562,-76.58821,"Santa Rosa, Santa Rosa, Cauca, Colombia"
Accidente por MAP,CESAR,VALLEDUPAR,VALLEDUPAR,2003,10,Accidente,20001,20,,Rural,1,10.4742449,-73.2436335,"Valledupar, Valledupar, Cesar, Colombia"
Accidente por MAP,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2007,2,Accidente,95001,95,,Rural,1,2.568549,-72.6417265,"San José del Guaviare, San José Del Guaviare, Guaviare, Colombia"
Accidente por MAP,NARIÑO,RICAURTE,RICAURTE,2007,7,Accidente,52612,52,,Rural,1,1.213605,-77.996673,"Ricaurte, Ricaurte, Narino, Colombia"
Accidente por MAP,VALLE DEL CAUCA,FLORIDA,FLORIDA,2008,6,Accidente,76275,76,,Rural,1,3.3213339,-76.235361,"Florida, Florida, Valle del Cauca, Colombia"
Accidente por MAP,CAUCA,CALOTO,CALOTO,2008,8,Accidente,19142,19,,Rural,1,3.0005642,-76.4783897,"Cl. 1 #4-3, Santander de Quilichao, Santander de Quilichao, Cauca, Colombia"
Accidente por MAP,ANTIOQUIA,TARAZÁ,TARAZÁ,2008,11,Accidente,5790,5,,Rural,1,7.583191,-75.399966,"Tarazá, Tarazá, Antioquia, Colombia"
Accidente por MAP,LA GUAJIRA,URIBIA,URIBIA,2009,6,Accidente,44847,44,,Rural,1,11.7149978,-72.2659391,"Uribia, Uribia, La Guajira, Colombia"
Accidente por MAP,LA GUAJIRA,RIOHACHA,RIOHACHA,2009,7,Accidente,44001,44,,Urbana,1,11.5384151,-72.9167838,"Riohacha, Riohacha, La Guajira, Colombia"
Accidente por MAP,NARIÑO,SAMANIEGO,SAMANIEGO,2010,3,Accidente,52678,52,,Rural,1,1.332614,-77.586155,"Samaniego, Samaniego, Narino, Colombia"
Accidente por MAP,NARIÑO,LOS ANDES,SOTOMAYOR,2010,2,Accidente,52418,52,,Rural,1,1.62958,-77.8477,"Los Andes, Barbacoas, Nariño, Colombia"
Accidente por MAP,ANTIOQUIA,ANGOSTURA,,2010,6,Accidente,5038,5,,Rural,1,6.885648,-75.335829,"Angostura, Angostura, Antioquia, Colombia"
Accidente por MAP,ANTIOQUIA,VALDIVIA,PUERTO VALDIVIA,2010,6,Accidente,5854,5,,Rural,1,7.29117,-75.39215,"Valdivia, Valdivia, Antioquia, Colombia"
Accidente por MAP,ANTIOQUIA,ITUANGO,ITUANGO,2010,8,Accidente,5361,5,Campos,Rural,1,7.172607,-75.76468,"Ituango, Ituango, Antioquia, Colombia"
Accidente por MAP,NARIÑO,POLICARPA,POLICARPA,2010,7,Accidente,52540,52,,Rural,1,1.628978,-77.4603659,"Policarpa Salavarrieta, Policarpa, Narino, Colombia"
Accidente por MAP,ANTIOQUIA,TARAZÁ,LA CAUCANA,2010,8,Accidente,5790,5,Campos,Rural,1,7.583191,-75.399966,"Tarazá, Tarazá, Antioquia, Colombia"
Accidente por MAP,ANTIOQUIA,URRAO,URRAO,2010,8,Accidente,5847,5,,Rural,1,6.313861,-76.13181,"Urrao, Urrao, Antioquia, Colombia"
Accidente por MAP,ANTIOQUIA,EL BAGRE,EL BAGRE,2010,5,Accidente,5250,5,,Rural,1,7.601357,-74.805277,"El Bagre, El Bagre, Antioquia, Colombia"
Accidente por MAP,ANTIOQUIA,SAN FRANCISCO,SAN FRANCISCO,2004,11,Accidente,5652,5,,Rural,1,5.963428,-75.102138,"San Francisco, Antioquia, Colombia"
Accidente por MAP,ANTIOQUIA,VALDIVIA,PUERTO VALDIVIA,2010,7,Accidente,5854,5,,Rural,1,7.29117,-75.39215,"Valdivia, Valdivia, Antioquia, Colombia"
Accidente por MAP,ANTIOQUIA,ITUANGO,ITUANGO,2010,8,Accidente,5361,5,Campos,Rural,1,7.172607,-75.76468,"Ituango, Ituango, Antioquia, Colombia"
Accidente por MAP,ANTIOQUIA,SONSÓN,RÍO VERDE DE LOS MONTES,2010,7,Accidente,5756,5,,Rural,1,5.712002,-75.309798,"Sonsón, Sonsón, Antioquia, Colombia"
Accidente por MAP,ANTIOQUIA,TARAZÁ,TARAZÁ,2010,7,Accidente,5790,5,,Rural,1,7.583191,-75.399966,"Tarazá, Tarazá, Antioquia, Colombia"
Accidente por MAP,NARIÑO,POLICARPA,SÁNCHEZ,2010,7,Accidente,52540,52,,Rural,1,1.628978,-77.4603659,"Policarpa Salavarrieta, Policarpa, Narino, Colombia"
Accidente por MAP,NARIÑO,SANTA BÁRBARA,ISCUANDÉ,2010,7,Accidente,52696,52,,Rural,1,2.3678008,-77.973865,"Santa Barbara, Narino, Colombia"
Accidente por MAP,VALLE DEL CAUCA,SAN PEDRO,SAN PEDRO,2010,3,Accidente,76670,76,,Rural,1,3.4529063,-76.5336495,"San Pedro, Cali, Cali, Valle del Cauca, Colombia"
Accidente por MAP,NARIÑO,SANTA BÁRBARA,ISCUANDÉ,2010,7,Accidente,52696,52,,Rural,1,2.3678008,-77.973865,"Santa Barbara, Narino, Colombia"
Accidente por MAP,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2009,4,Accidente,18150,18,,Rural,1,1.3338448,-74.8434026,"Cartagena Del Chairá, Cartagena Del Chairá, Caquetá, Colombia"
Accidente por MAP,NARIÑO,TUMACO,TUMACO,2010,1,Accidente,52835,52,,Rural,1,1.787434,-78.791265,"San Andres de Tumaco, San Andres de Tumaco, Nariño, Colombia"
Accidente por MAP,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2010,9,Accidente,18753,18,,Rural,1,2.1136446,-74.7732056,"San Vicente del Caguán, San Vicente Del Caguán, Caquetá, Colombia"
Accidente por MAP,CAUCA,CALDONO,CALDONO,2010,6,Accidente,19137,19,,Rural,1,2.796679,-76.48577,"Caldono, Caldono, Cauca, Colombia"
Accidente por MAP,CAUCA,TORIBÍO,TORIBÍO,2009,8,Accidente,19821,19,,Rural,1,2.9562909,-76.2704,"Toribío, Torbío, Cauca Department, Colombia"
Accidente por MAP,ARAUCA,TAME,TAME,2009,9,Accidente,81794,81,,Rural,1,6.457094,-71.745515,"Tame, Tame, Arauca, Colombia"
Accidente por MAP,CAUCA,ARGELIA,EL PLATEADO,2010,4,Accidente,19050,19,,Rural,1,2.25575,-77.249334,"Argelia, Argelia, Cauca, Colombia"
Accidente por MAP,ARAUCA,TAME,TAME,2010,7,Accidente,81794,81,,Rural,1,6.457094,-71.745515,"Tame, Tame, Arauca, Colombia"
Accidente por MAP,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,8,Accidente,23580,23,Camino,Urbana,1,7.887952,-75.670944,"Puerto Libertador, Puerto Libertador, Cordoba, Colombia"
Accidente por MAP,NARIÑO,BARBACOAS,BARBACOAS,2010,8,Accidente,52079,52,,Rural,1,1.6733039,-78.138498,"Barbacoas, Barbacoas, Nariño, Colombia"
Accidente por MAP,META,MESETAS,MESETAS,2010,8,Accidente,50330,50,,Rural,1,3.381995,-74.043801,"Mesetas, Mesetas, Meta, Colombia"
Accidente por MAP,META,URIBE,URIBE,2010,8,Accidente,50370,50,,Rural,1,3.239241,-74.350661,"La Uribe, La Uribe, Meta, Colombia"
Accidente por MAP,CAQUETA,SOLANO,SOLANO,2010,8,Accidente,18756,18,,Rural,1,0.699152,-75.253555,"Solano, Solano, Caquetá, Colombia"
Accidente por MAP,META,MESETAS,MESETAS,2010,8,Accidente,50330,50,,Rural,1,3.381995,-74.043801,"Mesetas, Mesetas, Meta, Colombia"
Accidente por MAP,META,URIBE,URIBE,2010,8,Accidente,50370,50,,Rural,1,3.239241,-74.350661,"La Uribe, La Uribe, Meta, Colombia"
Accidente por MAP,HUILA,TELLO,TELLO,2010,8,Accidente,41799,41,,Rural,1,3.0673499,-75.1381059,"Tello, Tello, Huila, Colombia"
Accidente por MAP,CORDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,2010,8,Accidente,23580,23,,Rural,1,7.887952,-75.670944,"Puerto Libertador, Puerto Libertador, Cordoba, Colombia"
Accidente por MAP,NARIÑO,TUMACO,TUMACO,2010,7,Accidente,52835,52,,Rural,1,1.787434,-78.791265,"San Andres de Tumaco, San Andres de Tumaco, Nariño, Colombia"
Accidente por MAP,ANTIOQUIA,APARTADÓ,APARTADÓ,2009,9,Accidente,5045,5,,Rural,1,7.882761,-76.624692,"Apartadó, Apartadó, Antioquia, Colombia"
Accidente por MAP,CUNDINAMARCA,PASCA,PASCA,2009,8,Accidente,25535,25,,Rural,1,4.308498,-74.299995,"Pasca, Pasca, Cundinamarca, Colombia"
Accidente por MAP,META,GUAMAL,GUAMAL,2009,3,Accidente,50318,50,,Rural,1,3.880475,-73.7698769,"Guamal, Guamal, Meta, Colombia"
Accidente por MAP,META,URIBE,URIBE,2009,3,Accidente,50370,50,,Rural,1,3.239241,-74.350661,"La Uribe, La Uribe, Meta, Colombia"
Accidente por MAP,CAQUETA,MONTAÑITA,LA MONTAÑITA,2009,2,Accidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Accidente por MAP,ARAUCA,TAME,TAME,2008,8,Accidente,81794,81,,Rural,1,6.457094,-71.745515,"Tame, Tame, Arauca, Colombia"
Accidente por MAP,ANTIOQUIA,SAN LUIS,SAN LUIS,2007,6,Accidente,5660,5,,Rural,1,6.042454,-74.995071,"San Luis, San Luís, Antioquia, Colombia"
Accidente por MAP,NORTE DE SANTANDER,LA PLAYA,LA PLAYA,2007,6,Accidente,54398,54,,Rural,1,8.214035,-73.237889,"La Playa, La Playa, Norte de Santander, Colombia"
Accidente por MAP,VALLE DEL CAUCA,FLORIDA,FLORIDA,2007,5,Accidente,76275,76,,Rural,1,3.3213339,-76.235361,"Florida, Florida, Valle del Cauca, Colombia"
Accidente por MAP,ANTIOQUIA,SAN CARLOS,SAN CARLOS,2006,4,Accidente,5649,5,,Rural,1,6.187979,-74.993227,"San Carlos, San Carlos, Antioquia, Colombia"
Accidente por MAP,ANTIOQUIA,ITUANGO,ITUANGO,2006,3,Accidente,5361,5,,Rural,1,7.172607,-75.76468,"Ituango, Ituango, Antioquia, Colombia"
Accidente por MAP,CAQUETA,PUERTO RICO,PUERTO RICO,2006,2,Accidente,18592,18,,Rural,1,1.909918,-75.157235,"Puerto Rico, Puerto Rico, Caquetá, Colombia"
